participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
510853	5499247	Yes I am coming twice.	Yes I am coming twice.	261017877	1478978007091	1478978027566	.	190	20475	-10820	3	NA
510866	5499356	Samantha would need around-the-clock care.	Samantha would need arounf-the-clock care.,	261022714	1478978209558	1478978240441	.	190	30883	-13383	3	NA
510866	5499391	As usual, I will be as candid as I can.	As usual, I will be as candid as I can.	261024525	1478978273180	1478978304511	.	190	31331	-10170	3	NA
510866	5499427	Thailand would not be involved.	Thailand would not be invloved.	261025939	1478978314684	1478978352258	.	190	37574	-24877	3	NA
510868	5499409	Marisa sent the invoices.	Marisa sent the invoices.	261025029	1478978289242	1478978322555	.	190	33313	-26081	3	NA
510868	5499414	Remember blackberry doesn't work so well at home.	Remember blackberry doesn't work so well at home.	261025158	1478978320699	1478978327156	 	32	6457	-2312	3	NA
510868	5499421	He said he was not aware he suffered from it.	He said he was not aware he suffered from it.	261025370	1478978332171	1478978334459	 	32	2288	-656	3	NA
510868	5499429	However, he's still expected to start in the 49ers next game on Oct.	However, he's still expected to start in the 49ers next game on Oct.	261025743	1478978340915	1478978344523	 	32	3608	-176	3	NA
510872	5499490	Watch for more details, coming soon.	Watch for more details, coming soon.	261028512	1478978428180	1478978432246	SHIFT	16	4066	-973	3	NA
510872	5499553	The film will be shown for the first time.	The film will be shown for the first time.	261031268	1478978507082	1478978511400	SHIFT	16	4318	-848	3	NA
510882	5499493	I was out Thurs.	I was out Thurs.	261028734	1478978398102	1478978444297	.	190	46195	-38517	3	NA
510917	5499802	Please set something up.	Please set something up.	261044512	1478978931905	1478978953522	.	190	21617	-11063	3	NA
510929	5500001	History repeated itself last season when Tenerife beat Madrid.	History repeated itself last season when Tenerife beat Madrid.	261054776	1478979444544	1478979466527	.	190	21983	-6916	3	NA
510940	5500132	You had to maintain your patience to get the job done.	You had to mantain your patience to get the job donme.	261061913	1478979777020	1478979824198	.	190	47178	-23400	3	NA
510975	5500432	I am surprised such an incident could not have been prevented.	I am surprised such an incident could not have been prevented/	261075840	1478980375775	1478980379262	SHIFT	16	3487	-384	3	NA
510975	5500454	Until he can practice for a couple of weeks, we won't have him.	Until he can p[ractice for a couple of weeks, we won't have him.	261077168	1478980415614	1478980418654	SHIFT	16	3040	-256	3	NA
511009	5500761	I thought you left to go get breakfast.	I thougt youleft to go breakfast.	261091924	1478980948756	1478980975015	l	76	26259	-13657	3	NA
511017	5500891	The wind was strong and gusting.	The wid has strong and gusing	261097728	1478981102397	1478981115145	d	68	12748	-9594	3	NA
511043	5501160	Are you back in town?	Are you back in town?	261109928	1478981517784	1478981556380	?	191	38596	-31149	3	NA
511061	5501435	I forgot one person when we spoke on Friday.	I forgot oe person when we spoke on Friday.	261122476	1478981974721	1478981989163	NA	190	14442	-7327	3	NA
511193	5502841	At 17, he enlisted in the US Navy.	At 17, he enlisted in the US Navy.	261189546	1478987572622	1478987575177	SHIFT	16	2555	-120	3	NA
511226	5503320	Please call tomorrow if possible.	Please call tomorrow if possible.	261213313	1478984684823	1478984702224	a	65	17401	-10665	3	NA
511245	5503695	Mike is putting pressure on me.	Mike is putting pressure on me.	261232277	1478985140196	1478985170762	.	190	30566	-21474	3	NA
511246	5503643	Whether that package is training or material has yet to be determined.	Whether that package is training or material has yet to be determined.	261230413	1478985092204	1478985129781	BKSP	8	37577	-19292	3	NA
511282	5504007	Please set something up.	Please set something up.	261247161	1478985669221	1478985684628	.	190	15407	-6392	3	NA
511290	5504204	He said the operating theatres were barely functioning.	He said the operating theatres were barely functioning.	261257073	1478986040227	1478986057803	.	190	17576	-8137	3	NA
511303	5504313	Thanks, having a good time.	Thanks, having a good time.	261261974	1478986201904	1478986210840	.	190	8936	-4848	3	NA
511303	5504358	Using Stoerner in your starting lineup would be a risky move.	Using Stoener in your starting lineup would be a risky move.	261264510	1478986242224	1478986280904	.	190	38680	-29568	3	NA
511317	5504465	We are all fragile.	We are all fragile.	261268962	1478986397912	1478986411104	.	190	13192	-9752	3	NA
511317	5504486	Ben could tell him about Pompano.	Ben could tell him about Pompano.	261269969	1478986415544	1478986434272	.	190	18728	-13904	3	NA
511372	5505212	He beat world number one Greg Norman by six strokes.	He beat world number one Greg Norman by six strokes.	261305125	1478987372852	1478987395923	NA	190	23071	-32	3	NA
511372	5505277	Before I forget, there is one last change.	Before I forget, there is one last change.	261307894	1478987466832	1478987487032	NA	190	20200	-8337	3	NA
511424	5505874	See what concerts we have for you in your city.	See what concerts we have for you in your city.	261335764	1478988486791	1478988495277	r	82	8486	-4880	3	NA
511459	5506185	I can return earlier.	I can return earlier.	261350447	1478988983827	1478989012364	.	190	28537	-21477	3	NA
511475	5506365	Ed Terry is in there twice.	Ed Terry is in there twice.	261359508	1478989287221	1478989333281	SHIFT	16	46060	-33208	3	NA
511526	5506852	Clinton has pressed for a multilateral lifting of the embargo.	Clinton has pressed for a multil lifting of the embargo.	261382903	1478990362919	1478990397959	.	190	35040	-20950	3	NA
511526	5506872	Bob, I'll take Oakland as my winner this week.	Bob, I'll take Oakland as my winner this week.	261383799	1478990443237	1478990468841	.	190	25604	-10817	3	NA
511527	5506898	Our advantages have been brought into fuller play.	Our advantages have been brought into fuller play.	261385008	1478990513050	1478990539497	.	190	26447	-17863	3	NA
511582	5507427	I will likely not be available.	I will likely not be available.	261409944	1478991867678	1478991882028	.	190	14350	-6591	3	NA
511632	5508094	This has now become the most pressing story in the capital.	This has now become the most pressing story in the capital.	261442859	1478993190629	1478993195981	a	65	5352	-285	3	NA
511632	5508099	It is definitely time to give up on the disappointing wideout.	It is definitely time to give up on the disappointing wideout.	261443226	1478993200913	1478993210546	a	65	9633	-505	3	NA
511632	5508107	Thanks I needed that today!	Thanks I needed that today!	261443349	1478993210443	1478993216163	a	65	5720	-2727	3	NA
511632	5508112	Please let me know if there is any way that I can help you.	Please let me know if there is any way that I can help you.	261443541	1478993218521	1478993223298	a	65	4777	-278	3	NA
511632	5508117	What period does the max rate assumption cover?	What period does the max rate assumption cover?	261443794	1478993226898	1478993232096	a	65	5198	-1247	3	NA
511632	5508124	Can you help with this one?	Can you help with this one?	261444030	1478993235786	1478993241841	a	65	6055	-2544	3	NA
511632	5508127	I am really not wanting to come back.	I am really not wanting to come back.	261444251	1478993241738	1478993247273	a	65	5535	-2209	3	NA
511632	5508131	There is substantially no difference between us.	There is substantially no difference between us.	261444545	1478993251216	1478993256948	a	65	5732	-366	3	NA
511632	5508137	I will add this to the folder and let you know when we get into it.	I will add this to the folder and let you know when we get into it.	261444761	1478993257364	1478993266062	a	65	8698	-3019	3	NA
511632	5508143	It must be accompanied by increased productivity.	It must be accompanied by increased productivity.	261445101	1478993268021	1478993277081	a	65	9060	-3960	3	NA
511632	5508150	Time trials for the May 29 race continue the next two weekends.	Time trials for the May 29 race continue the next two weekends.	261445531	1478993281628	1478993291520	a	65	9892	-2490	3	NA
511674	5508607	Do you have it yet?.	Do you have it yet?.	261468257	1478994140005	1478994152106	SHIFT	16	12101	-2016	3	NA
511725	5509198	Rumors have him scheduled to attend at least part of the Pacers' game.	Rumors have him scheduled to attend at least part of the Pacers' game	261497140	1478995051567	1478995079029	#	191	27462	-6827	3	NA
511806	5509905	I've sort of lost track of what all I've received.	I've sort of lost track of what all I've received	261530305	1478996549123	1478996555837	CAPS_LOCK	20	6714	-5269	3	NA
511892	5511040	Jeff had been serving as chairman and CEO of Enron Industrial Markets.	Jeff had been serving as chairman and CEO of Enron Industrial Markets.	261584200	1478998095091	1478998139404	.	190	44313	-24960	3	NA
511987	5512134	You just can't work without me can you?	You just ant work without me can yo	261635996	1479000214538	1479000234924	a	65	20386	-16486	3	NA
511996	5512233	It reads like she is in.	It reads like she is in.	261641005	1479000395390	1479000420526	.	190	25136	-17216	3	NA
512006	5512302	Do we have New York sorted out?	Do we have New York sorted out>	261644588	1479000476949	1479000494643	.	190	17694	-6840	3	NA
512006	5512363	Right back at you.	Right back at you.	261647180	1479000518464	1479000545746	.	190	27282	-21248	3	NA
512078	5513209	We cleaned him up as well as we could.	We cleaned him up as well as we could.	261688510	1479001791448	1479001800199	SHIFT	16	8751	-5109	3	NA
512078	5513249	Not at this time.	Notat this time.	261690261	1479001827640	1479001841571	a	65	13931	-11705	3	NA
512078	5513252	2nd since so many people are out of the office until then.	2nd since so many peole are out of the office until then.	261690695	1479001827576	1479001851236	l	76	23660	-15571	3	NA
512171	5514139	Where do you want to meet to walk over there?	Where do you want to meet to walk over there?	261732879	1479003448506	1479003451218	SHIFT	16	2712	-88	3	NA
512171	5514143	A detailed organizational chart is attached.	A detailed organizational chart is attached.	261733191	1479003456284	1479003458537	SHIFT	16	2253	-95	3	NA
512203	5514412	Don't expect Sanders to play anytime soon.	Don't expect Sanders to play anytime soon.	261746725	1479003880888	1479003899231	.	190	18343	-9434	3	NA
512203	5514447	I think I have given the gaffer a decision to make.	I think i have given the gaffer a decision to make.	261748626	1479003919797	1479003944779	.	190	24982	-14780	3	NA
512220	5514603	So you're ignoring me.	So you're ignoring me.	261755918	1479004268964	1479004278675	'	222	9711	-6540	3	NA
512373	5515949	There is no average.	There is no average.	261822574	1479007038131	1479007070611	.	190	32480	-21440	3	NA
512377	5515936	Ty needs to work on our model before we could start anything anyway.	Ty needs to work on our model before we could start anything anyway.	261822075	1479007009557	1479007043913	.	190	34356	-13907	3	NA
512378	5516139	Am I getting a good package?	Am I getting a good package?	261832141	1479007375260	1479007389373	SHIFT	16	14113	-1024	3	NA
512384	5516135	We need to talk about this month.	We need to talk about this month.	261831537	1479007238832	1479007262942	W	87	24110	-21579	3	NA
512405	5516344	I met my neighbors in the park across the street tonight.	I met my neighbors in the park across the street tonight.	261841724	1479007526534	1479007553092	.	190	26558	-12734	3	NA
512452	5517006	We are somewhat emasculated bystanders.	We are somewhat emasculated bystanders.	261873871	1479008395873	1479008428689	?	191	32816	-21140	3	NA
512471	5517384	They play Atlanta here Saturday and Sunday afternoons.	They play Atlante here Saturday and Sunday afternoons.	261891491	1479008897165	1479008907036	t	84	9871	-6011	3	NA
512482	5517399	He only gained 17 yards on nine carries in the Jaguars  previous.	He only gained 17 yards on nine carries in the Jaguars previous	261892634	1479008920568	1479008939853	s	83	19285	-6485	3	NA
512517	5517842	Bob, I'll take Oakland as my winner this week.	Bob, I'll take Oakland as my winner this week. 	261913984	1479009733099	1479009740756	NA	84	7657	-457	3	NA
512567	5518566	Ruth, here is an estimated November purchase.	Ruth, here is an esrtimated November purchase.	261950418	1479010848563	1479010881823	.	190	33260	-13700	3	NA
512576	5518632	We have been working on clay for four weeks.	We have been wroking on clay for four weeks.	261953204	1479010947100	1479010971056	.	190	23956	-14964	3	NA
512663	5519633	I meant to try and explain, not to redo.	I meant to try and explain, not to redo.	262000227	1479012788616	1479012808222	.	190	19606	-8805	3	NA
512708	5520249	I told you silly.	I told you silly.	262028545	1479013867785	1479013896708	.	190	28923	-22491	3	NA
512746	5520660	He is suffering from a strained left shoulder.	He is suffering from a strained left shoulder.	262048586	1479014740536	1479014770312	.	190	29776	-20064	3	NA
512766	5520803	I don't want to let my nanny go home if you think you need me.	I don't want to let my nanny go home if you think you need me.	262054933	1479015069480	1479015068632	i	73	-848	27	1	TRUE
512855	5521680	He cannot be in two places at once.	He cannot be in two places at once.	262096514	1479017068945	1479017072722	SHIFT	16	3777	-142	3	NA
512952	5522668	We also decided against a formal seating arrangement.	We also decided against a formal seating arrangement.	262142592	1479018826034	1479018857770	.	190	31736	-11214	3	NA
512952	5522710	Geez, I sound pathetic.	Geez, I sound pathetic.	262144075	1479018895369	1479018925974	.	190	30605	-16976	3	NA
512952	5522760	Sports fans here are excited.	Sports fans here are excited.	262146461	1479018989142	1479019016776	.	190	27634	-15957	3	NA
513164	5524737	The contract is a bit complicated.	The contract is a bit complicated.	262239109	1479023511430	1479023540868	NA	190	29438	-18111	3	NA
513166	5524586	Thank you again for the evening.	Thank you again for the evening.	262231747	1479023287026	1479023297646	u	85	10620	-6118	3	NA
513166	5524595	Let me know if you see any problems with this.	Let me know if you see any problems with this.	262232296	1479023297546	1479023310393	u	85	12847	-6628	3	NA
513166	5524628	What do you think about Tracy and Jim?	What do you think about Tracy and Jim?	262233920	1479023310272	1479023346623	u	85	36351	-31000	3	NA
513166	5524659	Our schedule now calls for critical communication in the afternoons.	Our schedule now calls for critical communication in the afternoons.	262235408	1479023347664	1479023388605	u	85	40941	-37310	3	NA
513166	5524671	The filing concerns various scheduling and balancing rules.	The filing concerns various scheduling and balancing rules.	262236042	1479023395668	1479023410409	u	85	14741	-4781	3	NA
513166	5524680	I need your help in putting together a new list.	I need your help in putting together a new list.	262236371	1479023414850	1479023420097	u	85	5247	-415	3	NA
513166	5524690	He remains a good Fantasy backup when healthy.	He remains a good Fantasy backup when healthy.	262236763	1479023422650	1479023434887	u	85	12237	-3797	3	NA
513166	5524703	Sources said the officers will be part of the coordination office.	Sources said the officers will be part of the coordination office.	262237228	1479023434683	1479023450261	u	85	15578	-11513	3	NA
513170	5524707	Neil has been asking around.	Neil has been asking around.	262237576	1479023448235	1479023470803	.	190	22568	-16464	3	NA
513197	5525098	You're down by 5 and need to score in 4 plays or less.	You're down by 5 and need to score in 4 plays or less.	262255995	1479024116962	1479024162275	\	220	45313	-40167	3	NA
513211	5525164	Thanks for your concern.	Thanks for your concern.	262259327	1479024499188	1479024514043	.	190	14855	-7647	3	NA
513271	5525781	I thought you needed him to carry two people.	I thought you needed him to carry two people.	262290483	1479026536140	1479026545505	.	190	9365	-2972	3	NA
513280	5525865	If we don't get it, could be trouble.	If we don't get it, could be troub le.	262294587	1479026778840	1479026796638	.	190	17798	-11712	3	NA
513306	5526160	He is listed as probable for this week's game.	He is listed as probablbe for this week's game.	262308522	1479027366267	1479027400080	.	190	33813	-26334	3	NA
513306	5526177	I am not aware of any.	I am not aware of any.	262309099	1479027409644	1479027429736	.	190	20092	-15234	3	NA
513374	5526862	Then we lit our candles and just stood there silently, holding them.	Then we lit our candles and just stood there silently, holding them	262341510	1479029904160	1479029938195	NA	190	34035	-18866	3	NA
513391	5527110	Two-thirds of our tickets have been sold in the United States.	Two-thirds of our tickets have been sold in the United States.	262352832	1479030499172	1479030501596	SHIFT	16	2424	-464	3	NA
513394	5527203	Never mind, I already deleted it.	Never mind, I already deleted it.	262357429	1479088268227	1479088309186	.	190	40959	-26205	3	NA
513483	5528317	So you're ignoring me.	So you're ignoring me.	262411127	1479033535670	1479033554265	.	190	18595	-6157	3	NA
513489	5528451	Thailand would not be involved.	Thailand would not be involved.	262417541	1479033824150	1479033827351	SHIFT	16	3201	-204	3	NA
513505	5528630	She chipped in from 69 feet for a birdie at 17.	She chipped in from 69 feet for a birdie at 17.	262425701	1479034114432	1479034131073	a	65	16641	-9642	3	NA
513579	5529377	Does Friday at 10 work for you?	Does Friday at 10 work for you/	262461086	1479036402009	1479036408385	NA	68	6376	-2608	3	NA
513579	5529382	I had a last minute meeting come up.	I had a last minute meeting come up.	262461331	1479036410475	1479036419064	NA	68	8589	-4693	3	NA
513579	5529385	The meteor shower was incredible last night.	The meteror shower was incredible last night. 	262461643	1479036418952	1479036431728	NA	68	12776	-5312	3	NA
513579	5529391	We only have the power of persuasion.	We only have the power of persuasion.	262461755	1479036428765	1479036436592	NA	79	7827	-4643	3	NA
513579	5529393	I'll give it to you tomorrow.	I'll give it to you tomorrow.	262461997	1479036441656	1479036446744	NA	79	5088	-288	3	NA
513579	5529397	Interesting, are you around for a late lunch?	Intersting, are you around for a late lunch?	262462228	1479036431632	1479036457236	NA	68	25604	-17168	3	NA
513579	5529403	Megan, I'm not sure why this is showing up.	Megan, I'm not sure why this is showing up.	262462410	1479036457424	1479036464536	NA	79	7112	-2232	3	NA
513579	5529407	Look for McCardell to play well this week and catch a lot of passes.	Look for McCardell to play well this week and catch a lot of passes.	262462649	1479036457136	1479036474031	NA	68	16895	-11641	3	NA
513579	5529413	You have a nice holiday too.	You have a nice holiday too.	262462987	1479036478897	1479036488287	NA	68	9390	-3357	3	NA
513579	5529417	Tell her to get my expense report done.	Tell her to get my expense report done.	262463184	1479036488191	1479036497039	NA	68	8848	-1081	3	NA
513579	5529421	Got your back while you pick up wine.	Got your back while you pick up wine.	262463289	1479036497047	1479036501072	NA	79	4025	-1080	3	NA
513579	5529425	I'll call you in the morning.	i'll call you in the morning.	262463506	1479036504815	1479036511463	NA	79	6648	-1664	3	NA
513579	5529427	Zou, I hope you had a good flight back to Texas.	Zou, I hope you had a god flight back to Texas.	262463674	1479036496975	1479036518616	NA	68	21641	-16584	3	NA
513579	5529434	Hope you guys are doing fine.	Hope you guys are doing fine.	262463885	1479036519279	1479036528350	NA	68	9071	-4199	3	NA
513872	5532595	We lost 1 player this week who picked Baltimore, sorry.	We lost 1 player this week who picked Baltimore, sorry.	262615930	1479045958964	1479045976596	.	190	17632	-5576	3	NA
513872	5532630	I am walking in now.	I am walking in now.	262617424	1479046001252	1479046011485	.	190	10233	-5529	3	NA
513916	5533008	Jeff had been serving as chairman and CEO of Enron Industrial Markets.	Jeff had been serving as chairman and CEO of Enron Industial markets.	262636228	1479046614229	1479046638093	.	190	23864	-8	3	NA
513930	5533222	Not just 1 to 2.	Not just 1 to 2.	262646423	1479047224929	1479047273515	.	190	48586	-43143	3	NA
514038	5534349	Thanks again for thinking of me.	thanks gain for thinking of me	262700609	1479050654927	1479050671355	g	71	16428	-9742	3	NA
514124	5535178	Let me know if you have any problems.	LEt me know if you have any problems..	262740164	1479052756685	1479052772069	NA	190	15384	-7529	3	NA
514252	5536390	She started singing along softly with the radio.	She starte singing along softly with the radio.	262797213	1479054916314	1479054918898	SHIFT	16	2584	-264	3	NA
514332	5537205	Tried to call but couldn't reach you.	Tried to call but couldn't reach you.	262836826	1479057356379	1479057359827	SHIFT	16	3448	-161	3	NA
514332	5537251	Theresa - Please resend.	Theresa - Please resend.	262839302	1479057442028	1479057451838	s	83	9810	-5020	3	NA
514332	5537262	The buses will be identified by their cities of origin.	The buses will be identified by their cities of  origin.	262839758	1479057458940	1479057472435	s	83	13495	-8952	3	NA
514332	5537274	We lost 1 player this week who picked Baltimore, sorry.	We lost 1 player this week who picked Baltimore, sorry.	262840531	1479057479404	1479057500909	s	83	21505	-6808	3	NA
514348	5537345	Sounds good to me.	Sounds good to me.	262843668	1479057627160	1479057638439	.	190	11279	-6098	3	NA
514348	5537397	There's been a shortage of blood in this area.	There's been a shortage of blood in this area.	262846167	1479057686939	1479057702269	r	82	15330	-11452	3	NA
514386	5537748	Treasa knows the details.	Treasa knows the details.	262863350	1479058255560	1479058262523	BKSP	8	6963	-3942	3	NA
514426	5538101	This upgrade may take up to 2 hours.	This upgrade may take up to 2 hours.	262880627	1479059112782	1479059129421	.	190	16639	-9312	3	NA
514426	5538137	OK to make changes, change out original.	OK to make changes, change out original.	262882421	1479059139438	1479059182237	.	190	42799	-33608	3	NA
514501	5539130	How is it going?	How is it going?	262929227	1479060662681	1479060684573	SHIFT	16	21892	-16976	3	NA
514720	5541992	A bit behind on my emails.	A bit behind on my emails.	263065226	1479065379985	1479065395567	.	190	15582	-7778	3	NA
514736	5542180	Do not send small, unsuspecting children to check on my progress.	Do not send small, unsuspectig children to check on my progress	263074329	1479065607156	1479065627749	g	71	20593	-6873	3	NA
514784	5542794	It is definitely time to give up on the disappointing wideout.	It is definitely time to give up on the disappointing wideout.	263104300	1479066908454	1479066927319	.	190	18865	-5562	3	NA
514795	5542883	I will not make the meeting at 1 PM.	I will not make the meeting at 1 PM/	263108439	1479067155728	1479067178085	?	191	22357	-13777	3	NA
514795	5542887	Please let us know asap.	Please let us know asap.	263108555	1479067170058	1479067185425	.	190	15367	-7737	3	NA
514822	5543164	Juppe arrived in Washington on Wednesday.	Juppe rrived in Washington on Wednesday.	263121963	1479067618011	1479067648771	.	190	30760	-21224	3	NA
514822	5543191	Remember blackberry doesn't work so well at home.	remember blackberry doesn't work so well at home.	263123090	1479067672971	1479067687027	.	190	14056	-6232	3	NA
514888	5544095	He was recognized in his field as a pioneer.	he was recgnised in his field as a ioneer	263164282	1479069187782	1479069213972	g	71	26190	-17353	3	NA
515018	5545646	I do not want to repeat.	I do not want to repeat.	263237512	1479071458559	1479071467447	.	190	8888	-4048	3	NA
515025	5545735	Can you help get this cleared up?	Can you help get this cleared up?	263241908	1479071571173	1479071613292	SHIFT	16	42119	-32503	3	NA
515039	5545856	We are waiting on the cold front.	We are waiting on the cold front>	263247549	1479071802976	1479071826050	.	190	23074	-15466	3	NA
515063	5546209	US ships will also lead a second task force.	US ships will also lead a second task force.	263264687	1479083368458	1479083404845	.	190	36387	-19075	3	NA
515063	5546237	The exercises will be staged in the West and Mid-Pacific region.	The exercises will be staged in the West and Mid-Pacific region.	263266215	1479083433248	1479083463735	.	190	30487	-9758	3	NA
515103	5546597	He also suggested it would send a conflicting message to Geneva.	e also suggested it would send a conflicting message to Geneva	263283632	1479073200974	1479073206791	e	69	5817	-3844	3	NA
515103	5546633	Thank you for your support.	Thank you for your support	263285444	1479073265602	1479073270720	h	72	5118	-2944	3	NA
515103	5546648	I am monitoring email.	I am monitoing email.	263285972	1479073287465	1479073289386	i	73	1921	-193	3	NA
515124	5546916	Get with David Lund.	Get with David Lund.	263299019	1479073695681	1479073731298	.	190	35617	-27855	3	NA
515156	5547234	This is a major setback for the rookie.	This is a major setback for tht rookie.	263312292	1479074286064	1479074291528	SHIFT	16	5464	-128	3	NA
515170	5547306	You had to maintain your patience to get the job done.	You had to maintain your patience to get the job done.	263315683	1479074468729	1479074483094	SHIFT	16	14365	-11695	3	NA
515171	5547334	Has your 4th quarter changed?	has your 4th quarter changed?	263317353	1479074511852	1479074554431	SHIFT	16	42579	-27388	3	NA
515174	5547469	Look for this trend to continue when he faces the San Diego.	Look for this trend to continue when he faces the San Diego.	263323293	1479074784216	1479074788022	d	69	3806	-428	3	NA
515174	5547473	Amy will no longer be here so I will be the only one working on this.	Amy will no longer be here so I will be the only one working on this.	263323575	1479074794172	1479074800465	e	69	6293	-431	3	NA
515174	5547476	I'm glad she likes her tree.	I'm glad she likes her tree.	263323763	1479074803320	1479074808939	e	69	5619	-1506	3	NA
515174	5547483	My only constraint is Chad's soccer game at noon.	My only constraint is Chad's soccer game at noon.	263324031	1479074810418	1479074819958	e	69	9540	-249	3	NA
515174	5547486	It must be accompanied by increased productivity.	It must be accompanied by increased productivity.	263324170	1479074820371	1479074825777	e	69	5406	-1250	3	NA
515174	5547492	I haven't adapted really.	I haven't adapted really.	263324357	1479074828447	1479074834802	e	69	6355	-3969	3	NA
515183	5547575	He is expected to play in this week's game.	He is expected to paly in this week's game.	263328009	1479074932708	1479074944476	.	190	11768	-5936	3	NA
515207	5547828	Give it some time.	Give it some time.	263339812	1479075252759	1479075254726	SHIFT	16	1967	-152	3	NA
515224	5548118	Let me know if I can help.	Let me know if I can help.	263353780	1479075719851	1479075751075	p	80	31224	-18064	3	NA
515264	5548323	The Portal User IDs and Passwords are created by you.	The Portal User IDs and Passwords are created by you.	263362846	1479076061196	1479076089989	.	190	28793	-15209	3	NA
515264	5548351	The event reopens debate on the issue.	The event reopens debate on the issue.,	263364092	1479076115774	1479076137359	.	190	21585	-11840	3	NA
515264	5548356	My comments are in fuschia.	My comments are in fuschia.	263364168	1479076127702	1479076140294	m	77	12592	-9554	3	NA
515264	5548372	Tried reaching you earlier.	Tried reaching you earlier.	263364934	1479076142710	1479076171077	.	190	28367	-21407	3	NA
515308	5548922	His status for Thursday's game against Dallas is unclear.	Hs status for Thurday's game against Dallas is unclear	263390060	1479076961881	1479076973131	s	83	11250	-8181	3	NA
515351	5549496	Juppe described Emile Jonassaint as a puppet with no legitimacy.	Juppe dscribed Emile Jonassaint as a puppet with no legitimacy.	263418022	1479077803742	1479077812405	s	83	8663	-5904	3	NA
515384	5549890	How are we handling others in that group?	How are we handling others in that group?	263437212	1479078380458	1479078408624	SHIFT	16	28166	-16840	3	NA
515423	5550366	Appointing Jeff as CFO is one important step in that process.	Appointinf Jeff as CFO is one important step in that process.	263459458	1479079082170	1479079098313	NA	190	16143	-6408	3	NA
515432	5550464	The meeting was very beneficial.	The meeting was very beneficial.	263464035	1479079199983	1479079203397	SHIFT	16	3414	-284	3	NA
515438	5550596	The children will entertain you while you wait.	The children will entertain you while you wait.	263470797	1479079400448	1479079403160	SHIFT	16	2712	-152	3	NA
515563	5552081	Amy will be here to cover.	Amy will be here to cover.	263540788	1479081464033	1479081471537	NA	32	7504	-1867	3	NA
515563	5552085	You can bring it to work and we could meet for lunch one day.	You can bring it to work and we could meet for lunch one day.	263540936	1479081474921	1479081484001	NA	32	9080	-1472	3	NA
515563	5552088	I think I played three different courses.	I think i played three differenmt courses.	263541139	1479081492291	1479081497546	NA	32	5255	-711	3	NA
515563	5552095	The administration had no immediate comment on the vote.	The administration had no immediate comment on the vote.	263541502	1479081505243	1479081516955	NA	32	11712	-1224	3	NA
515563	5552105	History repeated itself last season when Tenerife beat Madrid.	HIstory repeated itsef last season when Tenerife beat Madrid	263542027	1479081528100	1479081539332	NA	32	11232	-1648	3	NA
515563	5552118	Ruth, here is an estimated November purchase.	Ruth, here is an esitmated Novemeber purchase.	263542650	1479081551389	1479081559749	NA	32	8360	-1536	3	NA
515563	5552127	1.5 million visitors will flood Atlanta each day of the Olympics.	1.5 million visitors will flood Atlanta each day of the Olympics.	263542960	1479081565589	1479081572581	NA	32	6992	-3064	3	NA
515563	5552134	Let's leave it until we get going.	Let's leave it until we get going.	263543529	1479081584606	1479081595262	NA	32	10656	-2301	3	NA
515563	5552143	More jobs are to be eliminated this financial year.	More jobs are to be eliminated this finiancial year.	263543864	1479081595022	1479081606175	NA	83	11153	-4457	3	NA
515563	5552155	Are you sure I don't need to be there?	Are you sure I don't need to be there?	263544443	1479081613631	1479081623720	NA	83	10089	-4013	3	NA
515563	5552163	It stands to reason that I will eventually win.	It stands to reason that I will eventually win.	263544807	1479081623576	1479081637240	NA	83	13664	-7152	3	NA
515563	5552176	My husband and I are on a waiting list to give blood.	My husband and I are on a waiting list to give blood.	263545342	1479081639009	1479081652313	NA	83	13304	-6104	3	NA
515563	5552184	Trow said the profit return was very high.	Trow said the profit return was very high.	263545851	1479081658810	1479081670314	NA	83	11504	-5008	3	NA
515583	5552391	Presumably so do you.	Presumably so do you.	263555590	1479081961498	1479082003563	.	190	42065	-19982	3	NA
515595	5552535	One would have thought I'd have this down pat by now.	One would have thought I'd have this down pat by now.	263561945	1479082135681	1479082164047	NA	222	28366	-19135	3	NA
515603	5552621	It's going to be a tough weekend.	It's going to be a tough weekend.	263565615	1479082289068	1479082291799	SHIFT	16	2731	-484	3	NA
515618	5552753	We will have some good detail by January 7.	We will have some good detail by January 7.	263571834	1479082509792	1479082535070	.	190	25278	-15537	3	NA
515622	5552923	Edwards said Chrebet passed the various tests and scans he was given.	Edwards said Chrebet passed the various teats and scans he was given.	263579378	1479082779800	1479082793627	a	65	13827	-7984	3	NA
515633	5553090	Samantha would need around-the-clock care.	Samantha would need around-the -clock care.	263587464	1479082968190	1479082974594	SHIFT	16	6404	-1493	3	NA
515670	5553340	It doesn't match your spreadsheet.	It doesn't match your spreadsheet.	263600095	1479083364307	1479083384321	.	190	20014	-12960	3	NA
515671	5553356	He also suggested it would send a conflicting message to Geneva.	He also suggested it would send a conflicting message to Geneva.	263600765	1479083392348	1479083420924	.	190	28576	-11466	3	NA
515706	5553789	French actress Juliette Binoche declared the festival open.	French actress Juliette Binoche declared the festival open.	263620836	1479084355375	1479084371660	NA	85	16285	-7657	3	NA
515706	5553799	Our advantages have been brought into fuller play.	Our advantages have bee brought into fuller play.	263621200	1479084371580	1479084389171	NA	85	17591	-12974	3	NA
